subject_id,test_session_number,cumulative_train_trials,test_trials,opt_sigma_alpha,opt_sigma_beta,mmlpf_nll,psytrack_nll,base_nll,mmlpf_nll_per_trial,psytrack_nll_per_trial,base_nll_per_trial,mmlpf_bits,psytrack_bits,base_bits,diff_bits,ci_lo,ci_hi,separates,mean_alpha,mean_beta,max_beta,frac_beta_at_clip,opt_sigma_phi,mmlpf_persev_bits,mean_phi,max_beta_persev,diff_persev_bits,choice_autocorr,seconds,error,total_trials,ignored,valid_trials,ignored_frac
713379,6,2589,510,0.1910423149165102,0.1947348764424925,289.67414359456643,277.7924198979175,354.0295825451894,0.5679885168520911,0.5446910194076809,0.6941756520493909,0.8194342165443892,0.7858230325162154,1.0014837707175188,-0.0336111840281736,-0.1104589308963194,0.0379507771191712,False,0.1975360797917778,11.444632329053611,66.06376773355008,0.0,0.108428049148803,0.7919597127617218,0.5660097846411988,51.47358119858042,-0.0061366802455064,0.4104999496214045,197.7,,511,1,510,0.0019569471624266144
713379,7,3099,332,0.1968581186137959,0.194429517312709,224.08484540630707,191.39808617102767,234.65761810367133,0.674954353633455,0.5765002595512886,0.7068000545291305,0.9737532988134012,0.8317140655258444,1.0196969335692256,-0.142039233287557,-0.3004512107724202,-0.018244236914684,True,0.3599673074232408,5.04979436132625,38.42362419954294,0.0,0.0539620231356234,0.8620602619988351,0.6697545382354099,43.09767215350443,-0.0303461964729907,0.4172278810506746,296.7,,333,1,332,0.003003003003003003
713379,8,3431,369,0.192544680262774,0.1961215695073842,231.3272208782557,217.97805599722813,255.280491279263,0.6269030376104491,0.5907264390168784,0.6918170495372982,0.9044299034788222,0.8522381040916471,0.9980810265698944,-0.052191799387175,-0.1285276838156145,0.0138054237149084,False,0.260348986805277,8.960228548789383,30.953310703472837,0.0,0.1121175887357841,0.883948798600951,0.6144165892380091,72.15657701829758,-0.0317106945093039,0.3963974710724084,406.7,,370,1,369,0.002702702702702703
713379,9,3800,573,0.196858050013433,0.1944295192638006,335.6381274847563,330.5579434568902,398.9272305450867,0.5857558943887544,0.5768899536769456,0.6962080812305178,0.8450671240061354,0.8322762753083933,1.0044159462180886,-0.012790848697742,-0.0708977561758098,0.0396138376967757,False,0.249298880555573,9.822088875583024,42.59699202769263,0.0,0.0705191121046299,0.8530819007001239,0.5754001754035348,52.40392601718199,-0.0208056253917305,0.4140534700800627,359.7,,579,6,573,0.010362694300518135
713379,10,4373,549,0.1968580505906834,0.1944295192473828,332.2068415563583,322.4924819030078,381.0384040512048,0.6051126440006527,0.5874179998233294,0.6940590237726864,0.8729930106789504,0.8474650352740314,1.00131551168109,-0.0255279754049191,-0.0495984576018373,0.0102837891320584,False,0.2039779225421838,44.86944225238862,100.0,0.2805100182149362,0.0392332931032815,0.8698855371036637,0.5640847205484047,33.56398350488378,-0.0224205018296325,0.3335431809076861,243.8,,557,8,549,0.01436265709156194
736198,2,370,415,0.1971441668151513,0.1389311527287886,212.5322849716888,193.61221942497332,241.19347966555316,0.5121259878835874,0.4665354684939118,0.5811891076278389,0.738841623030013,0.6730684067949758,0.8384786433933653,-0.0657732162350371,-0.1755053928889769,0.0350457667223961,False,0.1528737417683204,12.702116919675047,43.11772931305122,0.0,0.0505637667244956,0.7027851290247253,0.6383431632502115,79.00400774831557,-0.0297167222297495,0.4337704040674337,70.1,,415,0,415,0.0
736198,3,785,476,0.1871987609148047,0.1749877342167305,236.66795581702303,209.12421252611688,366.84217510422013,0.4972015878508887,0.4393365809372206,0.770676838454244,0.7173102651145955,0.633828706599241,1.1118516529659226,-0.0834815585153546,-0.1586080914263897,-0.0205113996326393,True,0.3336428357050457,8.79715252202601,31.408070050067472,0.0,0.2867554508184479,0.6420598303675047,1.272952923093533,39.76363293604176,-0.0082311237682636,0.6823936730355744,162.1,,486,10,476,0.0205761316872428
736198,4,1261,484,0.1911255370449498,0.1709310975871411,250.9053365916061,219.9725574495937,425.99454836200914,0.5183994557677812,0.4544887550611442,0.8801540255413411,0.7478923240357156,0.6556886730665116,1.269793847866951,-0.0922036509692039,-0.1594603695799908,-0.0165479164897808,True,0.1321441512095339,42.53511148110953,97.75068673932869,0.018595041322314,0.1394933590006271,0.7250491926901043,1.5140911117022997,19.209717668915054,-0.0693605196235926,0.5353438179688805,167.7,,489,5,484,0.010224948875255624
736198,5,1745,376,0.1949560623966332,0.1828299157633701,233.85959535825864,148.01613688153725,264.2381971426685,0.621967008931539,0.3936599385147265,0.7027611626134801,0.8973087193820729,0.5679312410918502,1.0138700442318302,-0.3293774782902227,-0.602197454202676,-0.1532605881926694,True,0.2612818116087466,10.812742592036305,68.23916384532357,0.0,0.0355952595630599,0.6445951936182066,1.033343169430622,27.407577714085832,-0.0766639525263565,0.716951049657793,197.0,,486,110,376,0.22633744855967078
736198,6,2121,478,0.1964046942317381,0.1946752828838412,180.99890727794545,138.70799733083717,317.0465624896529,0.3786588018367059,0.2901840948343873,0.6632773273842111,0.5462891755987723,0.4186471545624232,0.9569069109512868,-0.1276420210363492,-0.236667949525127,-0.0420250901002878,True,0.2835213947382115,21.17890012151968,70.59612294561218,0.0,0.0476572418054705,0.4638299116141419,1.0345560345845235,74.27595175297259,-0.0451827570517186,0.7684270516717328,241.4,,498,20,478,0.040160642570281124
736198,7,2599,493,0.1970572403578628,0.1645856085142376,247.17233619380215,180.81694273056257,358.7698099720936,0.5013637650989903,0.3667686465122973,0.7277278092740235,0.7233150175897325,0.5291353074768486,1.049889301556623,-0.1941797101128839,-0.2936865300981202,-0.0718359787193001,True,0.0688496069110138,45.26406725132693,99.84009347326756,0.0811359026369168,0.0355948296561846,0.5810143192836015,1.0716907427512197,59.982466212917615,-0.0518790118067529,0.752791483152665,278.0,,507,14,493,0.027613412228796843
736198,8,3092,510,0.1935563380478475,0.1837670898673208,301.96206825183657,231.21375345571528,378.6822516487502,0.592082486768307,0.4533603008935592,0.7425142189191181,0.8541944674578418,0.6540606578350662,1.0712215814241537,-0.2001338096227757,-0.3258900162202571,-0.0795099817303383,True,0.12404182107281,12.853029721784896,53.95197632511229,0.0,0.1446091972279302,0.7266192535847386,1.1455911389816351,50.59202846742312,-0.0725585957496724,0.4808241534067726,279.8,,510,0,510,0.0
736198,9,3602,515,0.1892708161815224,0.1906612975577667,294.7378396899553,258.7454514010742,358.36292901238136,0.5723064848348647,0.5024183522350953,0.695850347596857,0.8256637275398541,0.7248364652211765,1.003899845678847,-0.1008272623186775,-0.1858684973389402,-0.0235556318043559,True,0.2034355470533294,9.022962818850372,38.6649405257874,0.0,0.1521552399930431,0.7624267641237388,0.6261673188266457,61.55066650342245,-0.0375902989025623,0.4664223622090552,445.9,,515,0,515,0.0
736198,10,4117,468,0.1892708161815224,0.1906612975577667,237.21026632748547,222.24772652780183,324.8414380187636,0.506859543434798,0.4748883045465851,0.6941056367922299,0.7312437497406272,0.6851190019455262,1.001382760053226,-0.046124747795101,-0.1543022597538994,0.0430998086815295,False,0.2055823922635795,13.694918634258707,50.193653450622335,0.0,0.0566182720638544,0.68613405053449,0.8406014879136459,71.64566913565267,-0.0010150485889636,0.6102214159993623,274.4,,468,0,468,0.0
